FSC,NIIN,Nomenclature,part_number,cage_code,UI,Unit_Price,dss_weight,dss_cube,unit_pack_weight,unit_pack_cube,Imputed
4730,005931117,"CLAMP,HOSE","3578148, 3E-7418, 421685-3, 576170C1, HTM250L, HTM 250 L B","75Q65, Z09K1, 45152, 08484, 80020, 338X5, 7Z588",PG,5.24,0.25,0.01,0.25,0.01,No
4730,010828799,"ADAPTER,STRAIGHT,PI","4-468-F-10X06, 5966GX, MS39179-12, 2033471, 1114M5, 4730005951858, 4730010828799, 283173, 4484, 10-6 100102BA, 1468X10X6, 001812V014, VS68NTA-10-6, 68NTA-10-6, SAE-J246, SAE J246 10-6 100102BA, J246","30327, 75Q65, 96906, 24617, 0FW39, 56442, A00AM, 89574, 78330, 81343, 79470, 01276, 45152, 59556, 93061, 0U583, 076M6",EA,3.38,0.18,0.003,0.18,0.003,No
4730,012441226,"ELBOW,PIPE TO TUBE","VS269NTA-6-6, 2991FX, S000061, 1000604, 210500 000032","93061, 75Q65, 1EFH8, 45152, 64678",EA,2.88,0.15,0.001,0.15,0.001,No
4730,014794618,"TEE,TUBE","53415K164, 3159821","39428, 45152, 75Q65",EA,2.79,0.048,0.002,0.048,0.002,No
4810,014794576,VALVE ASSEMBLY,"3HR576, DA33115","45152, 75Q65, 06721",KT,47.08,1,0.024,1,0.024,No
4820,007287467,"VALVE,LINEAR,DIRECT","SW24704, LTA23003, 13205E3893, 36Z573, 0209-MM5, 25-C-2226, 0209-MM5-138, 746368C92, 764386C92, 278614N, 278614, 7019-02, 286414, 280479, 049-90010-409, 2257FX, 18A296, 764368C92, 521578, 561856, BX278614N, 482603, 11-764368C92R851, 764368, 814316, 484554, 745-278614, 30730, 12267073, 4820007287467, 10004660, 1000434, 346-8","98255, Z0655, 97403, 27315, 36MV0, Z0757, 62265, 89346, 06853, 59556, 75Q65, 2Y614, 31007, 02280, 40152, 338X5, 45152, Z4117, 13841, 19207, A00AM, 3NNX8, 1EFH8, 03533",EA,30.19,0.666,0.011,0.666,0.011,No
4820,014669004,"REGULATOR,TEMPERATU","104-1706, 7HA958","11083, 75Q65, 45152",EA,39.98,0.044,0.004,0.044,0.004,No
4820,014672243,"VALVE,SAFETY RELIEF",1245572,11083,EA,28.93,0.225,0.001,0.225,0.001,No
5305,014794581,"SCREW,CAP,SOCKET HE","23309, 12759-00220, 3252542","75Q65, 0Y3H3, Z3C29, 45152, Z1DF2",EA,0.13,0.06,0,0.06,0,No
5305,015555499,"SCREW,MACHINE",10KP586,"75Q65, 45152",EA,0.07,0.01,0,0.01,0,No
5307,010512364,"STUD,PLAIN","9S-4167, 4CA561, CV133931, 9S4167","HD208, 45152, 75Q65, 11083, KCQ24, U8468",EA,30.38,0.14,0.001,0.14,0.001,No
5310,014790660,"WASHER,LOCK","2GL804, 101360","45152, 75Q65, 30226",EA,0.38,0.01,0.002,0.01,0.002,No
5310,014790783,"NUT,PLAIN,CAP","1HB771, 101301","75Q65, 45152, 30226",EA,1.06,0.01,0,0.01,0,No
5310,014792915,"WASHER,FLAT","3301787, 3000223","75Q65, 45152",EA,7.51,0.29,0.001,0.29,0.001,No
5310,014952208,"WASHER,SEAL","7HA340, Q-66994","45152, 76700, 75Q65",EA,0.85,0.02,0,0.02,0,No
5331,013179503,O-RING,"5P-8210, 5P8210, 10076352, 7HA848","HD208, 45152, 11083, A486G, 75Q65",EA,8.23,0.015,0.001,0.015,0.001,No
5331,013610235,O-RING,"6010000243, 10025263, BCP1164, 81-96503-0432, 23019664, 9HE895","FBD73, 1EFH8, A9271, A001G, 73342, 82SX4, 64678, D3273, S9620, 45152, 75Q65",EA,1.23,0.01,0,0.01,0,No
5340,014430317,"COVER,ACCESS","7HB456, 2002310, 29524447, 6010000303","75Q65, 1EFH8, 73342, 64678, S9620, A001G, FBD73, 45152",EA,50.05,1.11,0.057,1.11,0.057,No
5340,014803978,"LEVER,MANUAL CONTRO","3362639, 3290117, R980271, 3573574","45152, 75W65, 06CB9, 75Q65",EA,27.67,0.79,0.009,0.79,0.009,No
5340,015119953,"BRACKET,MOUNTING",3341168,"45152, 75Q65",EA,95.98,1,0.006,1,0.006,No
5340,015193986,"BRACKET,MOUNTING",3236706,"45152, 75Q65",EA,603.35,71,3.385,71,3.385,No
5340,015597171,"BRACKET,MOUNTING",3283597,"45152, 75Q65",EA,76.69,9.5,0.639,9.5,0.639,No
5340,015750865,"BRACKET,ANGLE","17KP855, 0256040979-00","45152, 6W728, 75Q65, 535V1",EA,304.11,1.875,0.254,1.875,0.254,No
5342,013382909,"COUPLING,CLAMP,GROO","Q53087-20, Q53087, 2FH628","45152, 76700, 75Q65",EA,22.41,2,0.191,2,0.191,No
5342,014129724,"CAP,FILLER OPENING","2HP899, 5342014129724, OS5763, 4012550","Z3C29, A00AM, Z1DF2, 75Q65, 98624, 49349, 45152",EA,262.32,0.43,0.02,0.43,0.02,No
5360,014669648,"SPRING,HELICAL,COMP","7HA957, 104-1729","45152, 75Q65, 11083",EA,10.35,0.02,0.001,0.02,0.001,No
5365,013600937,"PLUG,MACHINE THREAD","6010000256, 10025423, 29503360, 9HE894, 10336299, 503133478, 29534362","DB244, A001G, FBD73, 1EFH8, S9620, 076M6, 45152, 75Q65, 0FW39, 73342, A486G, 0136B, 64678",EA,28.05,0.095,0.001,0.095,0.001,No
5365,014501989,"PLUG,MACHINE THREAD","7HA846, 8T-6761, 126-7159 ITEM 8","75Q65, 11083, 45152",EA,12.54,0.22,0.008,0.22,0.008,No
5365,014807797,"PLUG,MACHINE THREAD","5365PL1649810, 3244461","45152, 75Q65, 9009H, Z1DF2, Z3C29",EA,3.16,0.1,0,0.1,0,No
5930,015047900,SWITCH BATTERY DISC,3458242,"75Q65, 45152",EA,243.48,2.5,0.498,2.5,0.498,No
5935,012912814,"CONNECTOR,PLUG,ELEC","L124720, 1725100, 12015791, PAC 12015791, 12505873","53669, 10988, 75Q65, 00779, 64678, 19207, 77060, 45152",EA,0.92,0.012,0.001,0.012,0.001,No
5935,013383532,"CONNECTOR BODY,PLUG","12010996, PAC 12010996, 12505711, 1725110, 12126451, 1201 0996","75Q65, 1V6F3, 64678, 19207, 45152, 7X677, 77060",EA,0.57,0.02,0,0.02,0,No
5935,013557505,"CONNECTOR,PLUG,ELEC","931236-100, 3HA87, 931236100, 3HA871","3V1N9, 45152, C9242, 75Q65",EA,2.92,0.062,0.002,0.062,0.002,No
5935,015152433,"CONNECTOR,RECEPTACL","40004576, 10313980, DT04-6P, 23-13148-607, 5217 4624-006, 3833490, 2HB193","U0EX2, A486G, K1316, 64678, AC90N, 11139, 75Q65, 45152",EA,1.41,0.03,0.012,0.03,0.012,No
5995,014809068,"WIRING HARNESS,BRAN","3475468, 3464395, 3204861","75Q65, 45152",EA,1964.25,30,1.437,30,1.437,No
6150,014804011,WIRING HARNESS,"300181, 3129057","75Q65, 52304, 45152",EA,312.07,5.184,0.766,5.184,0.766,No
6150,014808757,"WIRING HARNESS,BRAN","WA0602, 9HB638","1PWR4, 75Q65, 45152",EA,455.71,0.93,0.146,0.93,0.146,No
6150,014808759,"WIRING HARNESS,BRAN","9HB639, WA0544","75Q65, 1PWR4, 45152",EA,150.12,0.125,0.017,0.125,0.017,No
6150,014809795,"WIRING HARNESS,BRAN","9HB637, WA0545","75Q65, 1PWR4, 45152",EA,115.24,6.092,2.038,6.092,2.038,No
6150,015670901,WIRING HARNESS,3485684,"45152, 75Q65",EA,50.84,1,0.058,1,0.058,No
6240,014808996,LAMP ASSEMBLY,"MOD0219, 9HB640","1PWR4, 45152, 75Q65",EA,31.22,0.02,0.003,0.02,0.003,No
6620,014792352,"GAGE,PRESSURE,DIAL","6HB943, GA0285","45152, KC7A1, 1PWR4, 75Q65",EA,142.21,0.01,0.009,0.01,0.009,No
6685,009121847,"TRANSMITTER,TEMPERA","6685009121847, 644-1-6059, 6005262, A13795, E510097, 362BE, 1216162H1, 362AA, 362DA, A-37951-14, 2052493, 89Z162, 10981-G, 02025, 02025-00, 10981GX, 80270, 7-486-00503, 7-352-00000","A00AM, 37871, 89749, 10988, 08820, 57733, 29510, 13841, 14414, 27315, 45152, 16476, 75Q65, 94764, 12361",EA,9.62,0.2,0.004,0.2,0.004,No
6685,014792363,"INDICATOR,TEMPERATU","GA0287, 6HB944","1PWR4, 75Q65, 45152",EA,207.89,0.312,0.034,0.312,0.034,No
4730,011347759,"ADAPTER,STRAIGHT,PI","8-8 100102BA, 283148, 1468X8X8, VS68NTA-8-8, 001812V012, J246, SAE-J246, SAE J246 8-8 100102BA, 50211AX, 68NTA-8-8, 4-468-F-08X08","0FW39, 75Q65, 06853, 79470, 01276, 45681, 59556, 81343, 0U583, 45152, 93061, 13174",EA,2.87,0.205,0.006,0.205,0.006,No
5310,011164765,"WASHER,LOCK","8GX270, R000573, 5310011164765, A1229-W-2545, 8HA761","45152, 78500, A00AM, 3D6E9, 75Q65",EA,3.07,0.29,0.004,0.29,0.004,No
4720,010036706,"TUBING,NONMETALLIC","10607903-2, 93107, J844, CPR104420-3, SAE-J844, C608-100BLK, CPR104420, 944036, C608, 3A13134, C608-100, 31270-A, 3250-0810, 3250-081, 0-608, NT-100-8, 417199C1, NT10008BLK, 3570659C1, 4221-8, J844-1/2, PFT-8B-BLK, 06642-0000, PFT-8B, PFT-88-BLK-100, SW1330M-5-003, 13320M","56161, 81381, 0U583, 0FW39, 13174, 19207, 04664, 30327, 2Y614, 09505, 45152, 85757, 82271, 79470, 89346, 98441, 81343, 61424, 65282, 98255",FT,0.89,0.038,0.002,0.038,0.002,No
4730,002783836,"ELBOW,PIPE TO TUBE","3143194, 50F1-4X1-8, 16F, SAE J512 4-2 010203B, SAE-J512, 4-2 010203B, 2204-2-4B, 5C, 913475, 0913475, 2002-2-4B, 752-2170, 50X4, CD700-1995, 127887, FIT2, NC443-090, NA003388, J-512, 150F-4-2, 15531","72582, 75Q65, 30327, 31007, 0U583, 98441, 99203, 92392, 01276, 62143, 79470, 90805, 92679, 06084, 89346, 13446, 81343, 93061, K4285, 47362",EA,0.5,0.044,0,0.044,0,No
5330,015057672,"SEAL,NONMETALLIC SP","75001158, 3060206","82654, 75Q65, 45152",IN,0.14,0.004,0,0.004,0,No
3020,015662937,"PULLEY,GROOVE","N4036, 14KP554, 3735408","75Q65, 76761, 45152",EA,100.17,4.985,0.086,4.985,0.086,No
5310,014973559,"NUT,PLAIN,HEXAGON","N9231, 7KP317","76761, 75Q65, 45152",EA,1.16,0.12,0.001,0.12,0.001,No
5310,015558669,"WASHER,FLAT","7KP318, N9642, 6010000259","45152, 76761, FBD73, 75Q65",EA,1.89,0.05,0,0.05,0,No
5935,013370288,"DUMMY CONNECTOR,REC","12089272, 1676290, 1208-9272, 1208 9272, 12033731","4RWU5, 45152, 64678, 77060, 75Q65",PG,1.05,0.032,0.003,0.032,0.003,No
5940,001133147,"TERMINAL,LUG","Y18984C, SAE AS7928, SAE AS20659, AS20659-127, MS20659-27, MS20659-127, 12-Z-7001-2499, 2533406-15, 36114, 411177-227, AS20659, 411177-27, SAE-AS20659, 1618350, 411177-127, 322832, B14-38, B73-G, B73, 10015524-016, 321596, BB-418-38, 34126, B-418-38","64104, 81343, 96906, 10001, 53397, 77260, 96214, 015G3, 0U583, 45152, 75Q65, 2H631, 56501, 18876, 00779, 98410",PG,2.63,0.013,0.001,0.013,0.001,No
5940,015352343,"TERMINAL,QUICK DISC","9KK388, 19039-0006","45152, 75Q65, 1UX99",EA,0.3,0.003,0,0.003,0,No
5305,000680502,"SCREW,CAP,HEXAGON H","FF-S-85 TY2ST10PGR5, 400101, P14596, 13-412, M696, 95423596, 251514, NASM90725, MS90725-6, 436, 90700, 300646, 37539, 34694, 128720, BACS12CF6, SK-7002-9, 1918330, MA25-21035, 70009-6, H7756, 13003, 2BC646, 179795, 62016-19, 800-1005, 5305PL0374549, AMSE B18.2.1, F98, 145-4510926B7, FA02010393, FF-S-85, 8510567-6, 412-3314, 0702079, 012354-4, 45A115-P11, MS35291-6, 5305000680502, 5305-068-0502, 1C412J, B18.2","80244, 5X050, 77445, 10988, 11568, 57498, H0001, 80205, 23834, 08645, 32195, 96046, 13841, 00756, 30076, 81205, 0EAK3, 1LW55, 34623, 95097, 77260, 6BHP8, 90598, 45152, 72582, 5RQL2, 44940, 9009H, 05047, 00365, 51563, 44185, 81348, 07187, A486G, S3002, 16505, 1FP59, U1621, 088A2, 96906, A00AM, 12603, 39VG9, 80204",HD,16.93,1.465,0.014,1.465,0.014,No
5310,002256993,"NUT,SELF-LOCKING,HE","2AW989, PWA10132-3, 110-0237, 5310002256993, 10082446, 701-4711389 PIECE 61, MIL-DTL-45913/1, M45913/1-8CG5C, 10B000218P57, ALS-516-116, SK-2000-4, 5HB119, MS51922-33, 5310PL0632727, 10088, YU9411727, 10328, 443339, 030051","96906, 75Q65, 77445, 93408, SCY13, A486G, 80064, 81349, A00AM, 33469, 09986, 0EAK3, 45152, A9271, 9009H, 72962, 03240, 16004, 89257, 94231",EA,0.9,0.01,0,0.01,0,No
5310,009338778,"WASHER,LOCK","860133-9, TF935C-C816L, F177, 978-556R51PC25, 5310PL1370051, 5310PL0127474, 5310009338778, W-2032, MS35338-86, 7S35338-86, 004-003005-024, 50P00182-0131, 5-13-2512P31, MS35338-143, 50488, W211NAA0050NN421NNAB1, 93496A033, 395862-39, AMD-734 ITEM NO 75, 34017-16-AB, 926001-0086, 346-02032, 14A5S101, 5808685-2, 0164-15, 775-050-00-000, FF-W-84, 34017-16-AB (1), 145-4510925M2, G395862-39","13973, 98499, 00365, 96197, 9009H, SCY13, 94223, 96906, 26916, 01425, 81337, 15555, U4494, 80204, 39428, 01714, 70433, 50380, 65597, 0178B, D9182, 81348, 80205, 51563, 20859",HD,4.85,1.212,0.01,1.212,0.01,No
5940,016661133,"SPLICE,CONDUCTOR",507-IDEAL-30-073,0AK83,EA,0.44,0.004,0,0.004,0,No
5310,014666305,WASHER WITH FILTER,"62215T88, EC007068","39428, 57498",PG,3.14,0.002,0.12,0.002,0.12,Yes
5920,015584062,"FUSE,CARTRIDGE",M413118,59618,FV,5.92,0.02,0,0.02,0,No
5305,000712067,"SCREW,CAP,HEXAGON H","AES01C500A25AW9A91, MIL-S-1222, 903876, MS90728-111, 18257-025, HSS12NC114G8Z, 3176210-A-174, 5305PL0772221, S3S14526000-431, 306-40080, M19-20873 PC NO 122, 10082370, 180175, 17C820, 122-5277664 ITEM 60, 122-5277665 ITEM 60, 006117-002, 50485, B1821BH05C125N, 5305000712067, B1821BH050125N, B1821BH050C125N, 5034100, 0826V078, 920491, 6057254, F100A50010, 19H2898, 71145-111, SPE306-N20, F100A050010 ITEM 1","05047, 81349, A274N, 96906, 75755, D2638, ZAN14, 10001, 9009H, K0680, 21439, 9F512, A486G, 80195, 12603, 53711, 83590, U4494, 80204, A00AM, 38455, D9182, 75160, K0378, 95097, 03502",HD,26.62,9.41,0.052,9.41,0.052,No
5305,007247222,"SCREW,CAP,HEXAGON H","AES01C625B00AW9A91, 300822, 402374, B1821BH063C200N, 3HA879, 403429, 92620A802, 2077-7909-001, 0015373, 90044526, 5305PL0838318, FF-S-85, 1741AS385-137, 10383759, 12569621-164, ESP-B-1.101-GS, F138, 24875R1, 907819, 18257032, 5305007247222, MS90728-164, MS35303-164, MS90725-164","05047, H0G87, 5X050, 80204, 45152, 39428, 06032, S3002, 12361, 9009H, 81348, 30003, A486G, 19207, 21439, 338X5, 75Q65, 00365, 29510, A274N, D2638, SCY13, 96906",EA,0.71,0.05,0.002,0.05,0.002,No
5305,016250549,"SCREW,CAP,HEXAGON H","0128754, 95327A531, AES07M06A045WB9DG1","0Y3H3, 39428, 05047",EA,0.37,0.2,0,0.2,0,No
2910,011647906,"FILTER ELEMENT,FLUI","41400, 9P-7121, 9P7121","U8468, 56620, Z0939, 11083",EA,54.16,0.726,0.111,0.726,0.111,No
5310,014138761,"NUT,PLAIN,HEXAGON","8T0389, A00973, CV132808, 8T-0389","11083, F8357, KCQ24, U8468",EA,1.69,0.025,0,0.025,0,No
5325,011635972,"GROMMET,NONMETALLIC",5P8112,11083,EA,28.12,0.75,0.007,0.75,0.007,No
6610,013043226,"INCLINOMETER,AIRCRA","2064E, 2064EGM, 2064EG, 4007902","50926, Z0655, 1EFH8",EA,65.22,0.14,0.006,0.14,0.006,No
7045,015594863,"APPLICATOR,DISPOSAB","26500500, 2650050, FCS-250","1UQL0, 3A8C7",PG,113.82,0.01,0.001,0.01,0.001,No
4720,015690233,"HOSE ASSEMBLY,NONME",AT145174,75755,EA,82.69,5,0.024,5,0.024,No
4720,015425382,"HOSE ASSEMBLY,METAL","5310K25, 5310K252",3A054,EA,243.2,13,0.891,13,0.891,No
2990,014655995,"LEVER ASSEMBLY,POWE","714350-61500, DF01-328-1","Z2JD4, S4163, 040W0, 27442, 29186, 0AK42, Z4781, 80LX1",AY,31.8,0.44,0.09,0.44,0.09,No
4030,011143894,"SWAGING SLEEVE,WIRE","4030PL1617118, BWR-610-3, MS51844-23, MS51844","9009H, 70956, 96906",PG,2.45,0.006,0,0.006,0,No
4730,013606217,"COUPLING,PIPE","31000-134, W17709, SW24736","30003, 79470, 01276, 98255",EA,6.4,0.32,0.003,0.32,0.003,No
4730,014769101,"ELBOW,HOSE","J1231, 4-4-430260C, 4-4-431460C, SAE J1231 4-4 431460C, SAE-J1231","81343, 0U583",EA,1.42,0.112,0,0.112,0,No
4730,014769224,"TEE,TUBE","0412TEEN, 98-19732","0DJN2, 30554",EA,1.18,0.01,0,0.01,0,No
4820,014658386,VALVE ASSEMBLY,"714870-53100, 10400213, 714350-53100","29186, 040W0, 0AK42, 80LX1, 27442, A486G, S4163",EA,156.88,0.36,0.005,0.36,0.005,No
5310,014314071,"NUT,PLAIN,HEXAGON",26346-060002,"0AK42, 80LX1",EA,2.25,0.01,0,0.01,0,No
5310,014769103,"WASHER,FLAT",98-19662,30554,EA,0.28,0.01,0,0.01,0,No
5310,014770592,"NUT,PLAIN,HEXAGON",114350-01250,"80LX1, S4163, 0AK42",EA,2.07,0.12,0,0.12,0,No
5330,013662836,GASKET,88-20286,30554,EA,0.44,0.01,0.002,0.01,0.002,No
5330,014769069,GASKET,Not in FLIS,Not in FLIS,EA,2.07,0.046,0.229,0.046,0.229,Yes
5330,014769140,GASKET,98-19610,30554,EA,0.33,0.02,0,0.02,0,No
5330,014774033,GASKET,114870-01340,"S4163, 80LX1, 0AK42",EA,4.61,0.05,0.002,0.05,0.002,No
5340,014768683,"STANDOFF,THREADED,S",98-19728,30554,EA,0.78,0.02,0.001,0.02,0.001,No
5342,013237866,"COUPLING,CLAMP,GROO","114250-45310, 5342PL0807395","80LX1, 0AK42, 9009H, 040W0",EA,1.13,0.01,0,0.01,0,No
5360,014770601,"SPRING,CONSTANT FOR","DF01-309-16, 114870-66010","80LX1, 0AK42, Z4781, S4163, Z2JD4",EA,2.25,0.01,0.001,0.01,0.001,No
5360,015319791,"SPRING,FLAT",98-19673,30554,EA,1.24,0.031,0.209,0.031,0.209,Yes
5930,014364959,"SWITCH,THERMOSTATIC",CA-85,"59270, 1G5X3",EA,7.6,0.1,0,0.1,0,No
5940,014769186,TERMINAL BOARD,"3300-16, 88-21181-16","9R803, 30554",EA,4.36,0.27,0.017,0.27,0.017,No
5961,011725982,SEMICONDUCTOR DEVIC,"JANTX1N6056A, MIL-PRF-19500/507, JTX1N6056A, 1.5KE51CA, B94329, 15KE51AC, 1N6056A, 1N6159A","81349, 14099, 0U8A3, K0967, 24444, SH879, 11961",EA,87.63,0.015,0.001,0.015,0.001,No
5999,014770593,"CONTACT,ELECTRICAL","98-19529-01, 39-00-0077","30554, 1UX99",RL,69.71,3.44,0.525,3.44,0.525,No
2530,012202083,DISK BRAKE SHOE,"2AT928, 3159","58864, 75Q65, 45152, 0EJ14, 076M6, 0FW39",EA,5.29,0.23,0.002,0.23,0.002,No
2530,012515296,"DISC,BRAKE","55101 ITEM 11, 55101, 11603-G, 2GL746, 11603","58864, 0EJ14, 75Q65, 076M6, 0FW39, 45152, 75096",EA,23.35,0.136,0.005,0.136,0.005,No
5340,013676738,"PLATE,RESILIENT MOU","13034-G, 2HP273","45152, 0EJ14, 75Q65",EA,7.03,0.098,0.01,0.098,0.01,No
5365,013442524,"SPACER,SLEEVE","12254, 12254-G, 2GL42","45152, 0EJ14, 75Q65",EA,46.69,0.45,0.016,0.45,0.016,No
2910,013556028,"PUMP,FUEL,METERING","31538, 186-6168","84760, 44940",EA,111.63,0.37,0.01,0.37,0.01,No
5331,010853102,O-RING,201-13120,97947,EA,1.52,0.15,0.002,0.15,0.002,No
5920,005396920,"FUSE,CARTRIDGE","FFJ-30-000, MILF15160-3, FM09A125V30A, MIL-PRF-15160, F03A125-30, F03A129V30A, MIL-PRF-15160/3, 09A125V30A, F30A125/314, 3966B-4, 3966-04, AGC-30, 584C2-24, 106508-01, 621031, 4726324-1, B201569, MB030, 351-003-006, F03A125V30A, 24513013, C24353-15, F03A250V30A, ABC30","80103, 59661, 81349, 22501, 13445, 94033, 14345, AK67N, 31033, S8777, 0AHU0, 29407, 71400, 07421, 34010, 07860",EA,7.03,0.01,0,0.01,0,No
2530,016213685,"WHEEL ASSEMBLY,PNEU","12620902-2, MP-0007877T","19207, 1NWY2",EA,1250,352,23.927,352,23.927,No
2530,016215737,"WHEEL ASSEMBLY,PNEU","12620902-1, MP-0008951T","19207, 1NWY2",EA,1257,352,23.927,352,23.927,No
3030,005290354,"BELT,V","AX55, 2L5345, 809139, 1024, SK6882, 55A, 3417-355, 1551AS307-1, 514-4947, 78-556, A-55 ITEM 234, MS39255A55, AP55, A55HYT, N8-1, DC1155, A-A-52160/1A55, A-A-52160, A55, 1465-05","21868, 1VZM7, 11288, 11083, 55068, 71176, 07929, 06350, 24161, 66764, 30003, 65459, 61510, 93232, 96906, 20796, 04NP0, 34459, 25472, 73842, D9182, 96052, 58536, 12291, 61463, 81300, 94774",EA,4.66,0.5,0.047,0.5,0.047,No
4320,015178630,"PUMP,AIRLIFT","4132A018, ULPK0041, 4132A008, ULPK0038",13446,EA,330.39,3.52,0.421,3.52,0.421,No
1290,015100540,"TRANSIT,AIMING CIRC",11834483,19200,EA,5019,25,0.474,25,0.474,No
2540,014774775,"INSULATION,VEHICULA","98-19545, 98-19545-03","30554, 61277",EA,33.63,0.16,0.016,0.16,0.016,No
2910,014209067,"FILTER ELEMENT,FLUI",114250-55510,"0AK42, 80LX1",EA,4.55,0.09,0.004,0.09,0.004,No
2910,014771311,"PUMP,FUEL,METERING","714870-51100, 714870-51700","80LX1, 0AK42, S4163",EA,161.62,1.52,0.015,1.52,0.015,No
2920,014528409,"STARTER,ENGINE,ELEC","S-8424, 114362-77991, 114362-77990, 114362-77019, 240-14201, S-8566","0AK42, 80LX1, 3U737, 0E6Y2",EA,175.8,8.57,0.203,8.57,0.203,No
2940,011033268,"FILTER ELEMENT,INTA","P12-0281, P181072, SMP18-1072, S236468, AF1823K, AF0182338KA, FA816, 120281, PA-2344-FN, 42489, A614C, AF588, AF2973, 2489, CAK1531","10196, 18265, 10988, 33457, 73321, 76700, 12658, 79396, 7X677, 74069, 70040, 12389, 0HYJ6, 73370, 6V625, 050Q3",EA,15.76,1.83,0.263,1.83,0.263,No
2940,013899942,"CASE,AIR CLEANER IN",114250-12530,"0AK42, 040W0, 80LX1",EA,36.85,0.92,0.062,0.92,0.062,No
3010,013899003,"THRUST PLATE,TRANSM","114770-61610, 3010PL0807299, 114770-61610 AND 114770-61600, 114250-61900","80LX1, 9009H, 040W0, 0AK42",EA,5.89,0.01,0.001,0.01,0.001,No
4140,014769063,"GUARD,FAN IMPELLER","559262, 98-19543","5Y921, 30554",EA,3.86,0.18,0.005,0.18,0.005,No
4140,014769068,"FAN,VENTILATING","98-19512-02, 031897","30554, 5Y921",EA,100.33,2.15,0.091,2.15,0.091,No
4210,007750127,"EXTINGUISHER,FIRE","7015266, PURPLE K DRY CHEMICAL, EXTINGUISHER,FIRE,DRY CHEMICAL, O-E-915, AA393-A2B, MA93-20000, A-A-393 TY1CL2SZ5, O-E-915 TY1CL2SZ5, 21006159 WITH BRACKET UB-10, 6001922, CS4210-009, CS4210-009AEG, 101A1SG, A-A-393","19207, 54905, 81348, 80244, 34623, 6L214, 80195, 16236, 01317, 58536",EA,83.27,12.18,0.373,12.18,0.373,No
4320,014570221,"BRACKET ASSY,REGULA","714268-66500, 4022201",15852,EA,53.24,0.31,0.028,0.31,0.028,No
4720,012150816,"HOSE ASSEMBLY,NONME","94B0100005F2992, MS28741-5-2992, 350-5-2992, 111417-5S-2992, FL5382FFF3000, 303-05-02-05-03000-AL, 61B0100005F2992, 88-20551-1, MIL-DTL-8795","14798, 96906, 00624, 98441, 01276, 77994, 32142, 30554, 81349",EA,202.42,4.544,0.285,4.544,0.285,No
4720,014769814,"HOSE ASSEMBLY,AIR D","98-19741, 186","0AK42, 30554, 80LX1",EA,3.54,0.185,0.009,0.185,0.009,No
4730,014659669,"PLUG,PIPE","106-0318, 444711, 12600966, J531, 12-130109P, SAE-J531, SAE J531 12 130109P, 1731300","81343, 92088, 75Q65, 0GYS0, 45152, 12502, 19207, 0U583, Z1DF2, Z3C29",EA,2.1,0.15,0.006,0.15,0.006,No
4820,014770283,"CAP,VALVE",105010-11490,"80LX1, 0AK42, S4163",EA,2.63,0.01,0.001,0.01,0.001,No
5305,000366968,"SCREW,ASSEMBLED WAS","13214E3290-18, 822-2030, 30554-60-662-18, 69-662-18, 61-060641-40-0142B0542B, 04306-0103, 4306-0103, P15121-18","97403, 44940, 36024, 30554, 78189, 93568, 79343, 45722",EA,0.12,0.112,0,0.112,0,No
5305,000366976,"SCREW,ASSEMBLED WAS","61-061041-40-0142B0542B, P15121-21, 69-662-21, 30554-69-6-62-21, 13214E3290-21","78189, 45722, 30554, 36024, 97403",EA,0.24,0.001,0,0.001,0,No
5305,014286791,"SCREW,MACHINE","RK 10110, RK10110","55752, D9182, Z1034",EA,4.05,0.01,0.001,0.01,0.001,No
5305,014319398,SETSCREW,102100-67080,"80LX1, 0AK42",EA,2.29,0.015,0.003,0.015,0.003,No
5305,014770236,"SCREW,CAP,SOCKET HE",98-19730,30554,EA,23.34,0.04,0,0.04,0,No
5305,014779616,"SCREW,CAP,HEXAGON H","HW01-137, HW137",0BXW5,EA,10.35,0.01,0,0.01,0,No
5306,000501238,"BOLT,MACHINE","MS90726-32, B1821BH031F075N, 5306000501238, 10388912, MS90727-32, 71144-32, 5306PL1493894","D9182, 80204, A00AM, A486G, 96906, 95097, 9009H",HD,7.4,2,0.029,2,0.029,No
5306,014317457,"BOLT,MACHINE",26106-060202,"040W0, 0AK42, 80LX1",EA,0.81,0.001,0,0.001,0,No
5306,014317459,"BOLT,MACHINE",114250-66440,"80LX1, 0AK42",EA,3.02,0.02,0,0.02,0,No
